Country,ISO3 Code,Date,Price (EUR/MWhe)
United Kingdom,GBR,04/11/2017,52.09
Austria,AUT,05/11/2017,31.18
Belgium,BEL,05/11/2017,40.73
Bulgaria,BGR,05/11/2017,24.14
Croatia,HRV,05/11/2017,54.22
Czechia,CZE,05/11/2017,31.99
Denmark,DNK,05/11/2017,27.86
Estonia,EST,05/11/2017,27.42
Finland,FIN,05/11/2017,27.42
France,FRA,05/11/2017,39.17
Germany,DEU,05/11/2017,31.18
Greece,GRC,05/11/2017,60.95
Hungary,HUN,05/11/2017,49.47
Italy,ITA,05/11/2017,52.8
Latvia,LVA,05/11/2017,29.27
Lithuania,LTU,05/11/2017,29.27
Luxembourg,LUX,05/11/2017,31.18
Netherlands,NLD,05/11/2017,38.56
Norway,NOR,05/11/2017,27.43
Poland,POL,05/11/2017,33.27
Portugal,PRT,05/11/2017,42.66
Romania,ROU,05/11/2017,47.8
Serbia,SRB,05/11/2017,51.62
Slovakia,SVK,05/11/2017,31.99
Slovenia,SVN,05/11/2017,52.26
Spain,ESP,05/11/2017,40.26
Sweden,SWE,05/11/2017,27.74
Switzerland,CHE,05/11/2017,46.29
United Kingdom,GBR,05/11/2017,49.77
Austria,AUT,06/11/2017,51.22
Belgium,BEL,06/11/2017,69.04
Bulgaria,BGR,06/11/2017,54.25
Croatia,HRV,06/11/2017,63.96
Czechia,CZE,06/11/2017,53.68
Denmark,DNK,06/11/2017,40.17
Estonia,EST,06/11/2017,29.58
Finland,FIN,06/11/2017,29.58
France,FRA,06/11/2017,60.95
Germany,DEU,06/11/2017,51.22
Greece,GRC,06/11/2017,76.84
Hungary,HUN,06/11/2017,65.72
Italy,ITA,06/11/2017,64.21
Latvia,LVA,06/11/2017,33.11
Lithuania,LTU,06/11/2017,34.48
Luxembourg,LUX,06/11/2017,51.22
Netherlands,NLD,06/11/2017,47.03
Norway,NOR,06/11/2017,29.55
Poland,POL,06/11/2017,55.04
Portugal,PRT,06/11/2017,55.19
Romania,ROU,06/11/2017,71.27
Serbia,SRB,06/11/2017,74.76
Slovakia,SVK,06/11/2017,63.99
Slovenia,SVN,06/11/2017,63.63
Spain,ESP,06/11/2017,54.96
Sweden,SWE,06/11/2017,30.4
Switzerland,CHE,06/11/2017,60.44
United Kingdom,GBR,06/11/2017,53.85
Austria,AUT,07/11/2017,52.42
Belgium,BEL,07/11/2017,70.95
Bulgaria,BGR,07/11/2017,58.65
Croatia,HRV,07/11/2017,66
Czechia,CZE,07/11/2017,51.17
Denmark,DNK,07/11/2017,35.53
Estonia,EST,07/11/2017,33.98
Finland,FIN,07/11/2017,33.98
France,FRA,07/11/2017,65.49
Germany,DEU,07/11/2017,52.42
Greece,GRC,07/11/2017,59.71
Hungary,HUN,07/11/2017,66.42
Italy,ITA,07/11/2017,64.9
Latvia,LVA,07/11/2017,37.15
Lithuania,LTU,07/11/2017,38.14
Luxembourg,LUX,07/11/2017,52.42
Netherlands,NLD,07/11/2017,46.29
Norway,NOR,07/11/2017,30.46
Poland,POL,07/11/2017,42.31
Portugal,PRT,07/11/2017,58.18
Romania,ROU,07/11/2017,66.28
Serbia,SRB,07/11/2017,70.42
Slovakia,SVK,07/11/2017,64.05
Slovenia,SVN,07/11/2017,61.56
Spain,ESP,07/11/2017,58.09
Sweden,SWE,07/11/2017,32.16
Switzerland,CHE,07/11/2017,65.38
United Kingdom,GBR,07/11/2017,56.3
Austria,AUT,08/11/2017,67.45
Belgium,BEL,08/11/2017,93.72
Bulgaria,BGR,08/11/2017,49.08
Croatia,HRV,08/11/2017,64.12
Czechia,CZE,08/11/2017,63.64
Denmark,DNK,08/11/2017,57.55
Estonia,EST,08/11/2017,32.04
Finland,FIN,08/11/2017,32.04
France,FRA,08/11/2017,81.91
Germany,DEU,08/11/2017,67.45
Greece,GRC,08/11/2017,63.5
Hungary,HUN,08/11/2017,63.69
Italy,ITA,08/11/2017,74.04
Latvia,LVA,08/11/2017,36.18
Lithuania,LTU,08/11/2017,38.15
Luxembourg,LUX,08/11/2017,67.45
Netherlands,NLD,08/11/2017,60.54
Norway,NOR,08/11/2017,30.69
Poland,POL,08/11/2017,41.3
Portugal,PRT,08/11/2017,57.59
Romania,ROU,08/11/2017,62.67
Serbia,SRB,08/11/2017,67.67
Slovakia,SVK,08/11/2017,63.64
Slovenia,SVN,08/11/2017,69.88
Spain,ESP,08/11/2017,57.59
Sweden,SWE,08/11/2017,32.3
Switzerland,CHE,08/11/2017,72.7
United Kingdom,GBR,08/11/2017,57.25
Austria,AUT,09/11/2017,51.02
Belgium,BEL,09/11/2017,122.01
Bulgaria,BGR,09/11/2017,70.18
Croatia,HRV,09/11/2017,71.36
Czechia,CZE,09/11/2017,51.28
Denmark,DNK,09/11/2017,29.88
Estonia,EST,09/11/2017,29.36
Finland,FIN,09/11/2017,29.36
France,FRA,09/11/2017,90.29
Germany,DEU,09/11/2017,51.02
Greece,GRC,09/11/2017,75.79
Hungary,HUN,09/11/2017,74.83
Italy,ITA,09/11/2017,86.5
Latvia,LVA,09/11/2017,30.81
Lithuania,LTU,09/11/2017,30.81
Luxembourg,LUX,09/11/2017,51.02
Netherlands,NLD,09/11/2017,40.14
Norway,NOR,09/11/2017,29.29
Poland,POL,09/11/2017,40.71
Portugal,PRT,09/11/2017,57.32
Romania,ROU,09/11/2017,76.27
Serbia,SRB,09/11/2017,66.02
Slovakia,SVK,09/11/2017,67.11
Slovenia,SVN,09/11/2017,66.97
Spain,ESP,09/11/2017,57.32
Sweden,SWE,09/11/2017,29.29
Switzerland,CHE,09/11/2017,74.8
United Kingdom,GBR,09/11/2017,56.81
Austria,AUT,10/11/2017,30.8
Belgium,BEL,10/11/2017,78.71
Bulgaria,BGR,10/11/2017,49.31
Croatia,HRV,10/11/2017,61.25
Czechia,CZE,10/11/2017,34.89
Denmark,DNK,10/11/2017,27.64
Estonia,EST,10/11/2017,31.38
Finland,FIN,10/11/2017,31.38
France,FRA,10/11/2017,81.03
Germany,DEU,10/11/2017,30.8
Greece,GRC,10/11/2017,74.51
Hungary,HUN,10/11/2017,67.45
Italy,ITA,10/11/2017,82.12
Latvia,LVA,10/11/2017,31.38
Lithuania,LTU,10/11/2017,31.38
Luxembourg,LUX,10/11/2017,30.8
Netherlands,NLD,10/11/2017,41.12
Norway,NOR,10/11/2017,29.23
Poland,POL,10/11/2017,33.25
Portugal,PRT,10/11/2017,58.6
Romania,ROU,10/11/2017,68.31
Serbia,SRB,10/11/2017,66.14
Slovakia,SVK,10/11/2017,59.11
Slovenia,SVN,10/11/2017,74.25
Spain,ESP,10/11/2017,58.6
Sweden,SWE,10/11/2017,29.23
Switzerland,CHE,10/11/2017,75.74
United Kingdom,GBR,10/11/2017,56.58
Austria,AUT,11/11/2017,23.44
Belgium,BEL,11/11/2017,70.16
Bulgaria,BGR,11/11/2017,26.13
Croatia,HRV,11/11/2017,38.12
Czechia,CZE,11/11/2017,24.47
Denmark,DNK,11/11/2017,21.34
Estonia,EST,11/11/2017,28.79
Finland,FIN,11/11/2017,28.79
France,FRA,11/11/2017,56.07
Germany,DEU,11/11/2017,23.44
Greece,GRC,11/11/2017,61.73
Hungary,HUN,11/11/2017,47.14
Italy,ITA,11/11/2017,62.1
Latvia,LVA,11/11/2017,28.79
Lithuania,LTU,11/11/2017,28.79
Luxembourg,LUX,11/11/2017,23.44
Netherlands,NLD,11/11/2017,45.54
Norway,NOR,11/11/2017,28.79
Poland,POL,11/11/2017,30.14
Portugal,PRT,11/11/2017,56.04
Romania,ROU,11/11/2017,46.88
Serbia,SRB,11/11/2017,51.92
Slovakia,SVK,11/11/2017,25.54
Slovenia,SVN,11/11/2017,49.49
Spain,ESP,11/11/2017,56.03
Sweden,SWE,11/11/2017,28.77
Switzerland,CHE,11/11/2017,59.72
United Kingdom,GBR,11/11/2017,58.15
Austria,AUT,12/11/2017,33.96
Belgium,BEL,12/11/2017,45.22
Bulgaria,BGR,12/11/2017,27.57
Croatia,HRV,12/11/2017,42.94
Czechia,CZE,12/11/2017,33.72
Denmark,DNK,12/11/2017,29.44
Estonia,EST,12/11/2017,30.85
Finland,FIN,12/11/2017,29.84
France,FRA,12/11/2017,46.29
Germany,DEU,12/11/2017,33.96
Greece,GRC,12/11/2017,49.59
Hungary,HUN,12/11/2017,37.94
Italy,ITA,12/11/2017,53.4
Latvia,LVA,12/11/2017,31.11
Lithuania,LTU,12/11/2017,31.39
Luxembourg,LUX,12/11/2017,33.96
Netherlands,NLD,12/11/2017,43.18
Norway,NOR,12/11/2017,30.03
Poland,POL,12/11/2017,33.5
Portugal,PRT,12/11/2017,51.05
Romania,ROU,12/11/2017,33
Serbia,SRB,12/11/2017,40.98
Slovakia,SVK,12/11/2017,34.31
Slovenia,SVN,12/11/2017,34.07
Spain,ESP,12/11/2017,51.05
Sweden,SWE,12/11/2017,30.11
Switzerland,CHE,12/11/2017,57.41
United Kingdom,GBR,12/11/2017,54.01
Austria,AUT,13/11/2017,46.02
Belgium,BEL,13/11/2017,67.38
Bulgaria,BGR,13/11/2017,27.87
Croatia,HRV,13/11/2017,62.52
Czechia,CZE,13/11/2017,47.87
Denmark,DNK,13/11/2017,42.73
Estonia,EST,13/11/2017,42.11
Finland,FIN,13/11/2017,42.11
France,FRA,13/11/2017,59.5
Germany,DEU,13/11/2017,46.02
Greece,GRC,13/11/2017,57.78
Hungary,HUN,13/11/2017,58.65
Italy,ITA,13/11/2017,66.72
Latvia,LVA,13/11/2017,42.66
Lithuania,LTU,13/11/2017,44.69
Luxembourg,LUX,13/11/2017,46.02
Netherlands,NLD,13/11/2017,48.66
Norway,NOR,13/11/2017,31.96
Poland,POL,13/11/2017,48.65
Portugal,PRT,13/11/2017,53.22
Romania,ROU,13/11/2017,54.31
Serbia,SRB,13/11/2017,44.9
Slovakia,SVK,13/11/2017,55.81
Slovenia,SVN,13/11/2017,51.79
Spain,ESP,13/11/2017,52.22
Sweden,SWE,13/11/2017,34.07
Switzerland,CHE,13/11/2017,73.9
United Kingdom,GBR,13/11/2017,58.78
Austria,AUT,14/11/2017,39.99
Belgium,BEL,14/11/2017,113.85
Bulgaria,BGR,14/11/2017,35.53
Croatia,HRV,14/11/2017,40.08
Czechia,CZE,14/11/2017,43.17
Denmark,DNK,14/11/2017,32.37
Estonia,EST,14/11/2017,35.49
Finland,FIN,14/11/2017,35.49
France,FRA,14/11/2017,82.21
Germany,DEU,14/11/2017,39.99
Greece,GRC,14/11/2017,59.69
Hungary,HUN,14/11/2017,45.53
Italy,ITA,14/11/2017,79.35
Latvia,LVA,14/11/2017,35.49
Lithuania,LTU,14/11/2017,35.78
Luxembourg,LUX,14/11/2017,39.99
Netherlands,NLD,14/11/2017,55.41
Norway,NOR,14/11/2017,31.8
Poland,POL,14/11/2017,40.79
Portugal,PRT,14/11/2017,58.19
Romania,ROU,14/11/2017,39.33
Serbia,SRB,14/11/2017,54.41
Slovakia,SVK,14/11/2017,45.46
Slovenia,SVN,14/11/2017,41.04
Spain,ESP,14/11/2017,58.13
Sweden,SWE,14/11/2017,32.07
Switzerland,CHE,14/11/2017,75.29
United Kingdom,GBR,14/11/2017,60.11
Austria,AUT,15/11/2017,64.82
Belgium,BEL,15/11/2017,83.75
Bulgaria,BGR,15/11/2017,46.8
Croatia,HRV,15/11/2017,64.9
Czechia,CZE,15/11/2017,64.46
Denmark,DNK,15/11/2017,39.03
Estonia,EST,15/11/2017,34.32
Finland,FIN,15/11/2017,34.32
France,FRA,15/11/2017,78.9
Germany,DEU,15/11/2017,64.82
Greece,GRC,15/11/2017,62.68
Hungary,HUN,15/11/2017,64.66
Italy,ITA,15/11/2017,75.24
Latvia,LVA,15/11/2017,34.32
Lithuania,LTU,15/11/2017,35.98
Luxembourg,LUX,15/11/2017,64.82
Netherlands,NLD,15/11/2017,57.87
Norway,NOR,15/11/2017,31.12
Poland,POL,15/11/2017,47.56
Portugal,PRT,15/11/2017,65.1
Romania,ROU,15/11/2017,63.46
Serbia,SRB,15/11/2017,64.33
Slovakia,SVK,15/11/2017,64.54
Slovenia,SVN,15/11/2017,64.82
Spain,ESP,15/11/2017,65.1
Sweden,SWE,15/11/2017,31.9
Switzerland,CHE,15/11/2017,78.81
United Kingdom,GBR,15/11/2017,59.21
Austria,AUT,16/11/2017,47.38
Belgium,BEL,16/11/2017,91.07
Bulgaria,BGR,16/11/2017,57.19
Croatia,HRV,16/11/2017,55.94
Czechia,CZE,16/11/2017,46.66
Denmark,DNK,16/11/2017,32.01
Estonia,EST,16/11/2017,33.11
Finland,FIN,16/11/2017,33.11
France,FRA,16/11/2017,81.42
Germany,DEU,16/11/2017,47.38
Greece,GRC,16/11/2017,69.77
Hungary,HUN,16/11/2017,54.3
Italy,ITA,16/11/2017,74.24
Latvia,LVA,16/11/2017,33.38
Lithuania,LTU,16/11/2017,35.8
Luxembourg,LUX,16/11/2017,47.38
Netherlands,NLD,16/11/2017,44.81
Norway,NOR,16/11/2017,30.68
Poland,POL,16/11/2017,41.97
Portugal,PRT,16/11/2017,67.19
Romania,ROU,16/11/2017,52.12
Serbia,SRB,16/11/2017,52.9
Slovakia,SVK,16/11/2017,52.02
Slovenia,SVN,16/11/2017,56.02
Spain,ESP,16/11/2017,67.19
Sweden,SWE,16/11/2017,31.2
Switzerland,CHE,16/11/2017,73.36
United Kingdom,GBR,16/11/2017,55.33
Austria,AUT,17/11/2017,42.67
Belgium,BEL,17/11/2017,79.21
Bulgaria,BGR,17/11/2017,50.53
Croatia,HRV,17/11/2017,59.08
Czechia,CZE,17/11/2017,41.87
Denmark,DNK,17/11/2017,29.2
Estonia,EST,17/11/2017,30.17
Finland,FIN,17/11/2017,30.17
France,FRA,17/11/2017,73.03
Germany,DEU,17/11/2017,42.67
Greece,GRC,17/11/2017,85.34
Hungary,HUN,17/11/2017,56.78
Italy,ITA,17/11/2017,67.93
Latvia,LVA,17/11/2017,33.58
Lithuania,LTU,17/11/2017,39.91
Luxembourg,LUX,17/11/2017,42.67
Netherlands,NLD,17/11/2017,46.06
Norway,NOR,17/11/2017,29.26
Poland,POL,17/11/2017,42.1
Portugal,PRT,17/11/2017,66.67
Romania,ROU,17/11/2017,54.26
Serbia,SRB,17/11/2017,62.85
Slovakia,SVK,17/11/2017,41.87
Slovenia,SVN,17/11/2017,63.3
Spain,ESP,17/11/2017,66.67
Sweden,SWE,17/11/2017,29.2
Switzerland,CHE,17/11/2017,72.19
United Kingdom,GBR,17/11/2017,57.39
Austria,AUT,18/11/2017,18.62
Belgium,BEL,18/11/2017,59.67
Bulgaria,BGR,18/11/2017,23.3
Croatia,HRV,18/11/2017,36.52
Czechia,CZE,18/11/2017,19.06
Denmark,DNK,18/11/2017,19.03
Estonia,EST,18/11/2017,27.28
Finland,FIN,18/11/2017,27.28
France,FRA,18/11/2017,59.46
Germany,DEU,18/11/2017,18.62
Greece,GRC,18/11/2017,96.23
Hungary,HUN,18/11/2017,49.46
Italy,ITA,18/11/2017,58.25
Latvia,LVA,18/11/2017,31.45
Lithuania,LTU,18/11/2017,31.76
Luxembourg,LUX,18/11/2017,18.62
Netherlands,NLD,18/11/2017,39.66
Norway,NOR,18/11/2017,28.35
Poland,POL,18/11/2017,32.24
Portugal,PRT,18/11/2017,60
Romania,ROU,18/11/2017,48.8
Serbia,SRB,18/11/2017,52.64
Slovakia,SVK,18/11/2017,19.06
Slovenia,SVN,18/11/2017,57.3
Spain,ESP,18/11/2017,59.89
Sweden,SWE,18/11/2017,27.28
Switzerland,CHE,18/11/2017,62.52
United Kingdom,GBR,18/11/2017,55.05
Austria,AUT,19/11/2017,9.93
Belgium,BEL,19/11/2017,52.44
Bulgaria,BGR,19/11/2017,23.32
Croatia,HRV,19/11/2017,41.27
Czechia,CZE,19/11/2017,6.6
Denmark,DNK,19/11/2017,19.79
Estonia,EST,19/11/2017,28.64
Finland,FIN,19/11/2017,28.64
France,FRA,19/11/2017,59.7
Germany,DEU,19/11/2017,9.93
Greece,GRC,19/11/2017,49.22
Hungary,HUN,19/11/2017,42.14
Italy,ITA,19/11/2017,58.25
Latvia,LVA,19/11/2017,29.95
Lithuania,LTU,19/11/2017,30.14
Luxembourg,LUX,19/11/2017,9.93
Netherlands,NLD,19/11/2017,33.9
Norway,NOR,19/11/2017,28.65
Poland,POL,19/11/2017,30.41
Portugal,PRT,19/11/2017,61.38
Romania,ROU,19/11/2017,32.64
Serbia,SRB,19/11/2017,46.97
Slovakia,SVK,19/11/2017,6.6
Slovenia,SVN,19/11/2017,56.58
Spain,ESP,19/11/2017,60.19
Sweden,SWE,19/11/2017,28.64
Switzerland,CHE,19/11/2017,56.98
United Kingdom,GBR,19/11/2017,57.39
Austria,AUT,20/11/2017,39.46
Belgium,BEL,20/11/2017,54.47
Bulgaria,BGR,20/11/2017,60.13
Croatia,HRV,20/11/2017,56.73
Czechia,CZE,20/11/2017,40.8
Denmark,DNK,20/11/2017,41.81
Estonia,EST,20/11/2017,40.47
Finland,FIN,20/11/2017,40.47
France,FRA,20/11/2017,66.9
Germany,DEU,20/11/2017,39.46
Greece,GRC,20/11/2017,53.5
Hungary,HUN,20/11/2017,56.86
Italy,ITA,20/11/2017,67.56
Latvia,LVA,20/11/2017,40.59
Lithuania,LTU,20/11/2017,41.78
Luxembourg,LUX,20/11/2017,39.46
Netherlands,NLD,20/11/2017,42.87
Norway,NOR,20/11/2017,35.42
Poland,POL,20/11/2017,40.1
Portugal,PRT,20/11/2017,67.48
Romania,ROU,20/11/2017,46.03
Serbia,SRB,20/11/2017,60.31
Slovakia,SVK,20/11/2017,56.42
Slovenia,SVN,20/11/2017,57.85
Spain,ESP,20/11/2017,67.48
Sweden,SWE,20/11/2017,40.09
Switzerland,CHE,20/11/2017,70.37
United Kingdom,GBR,20/11/2017,56.84
Austria,AUT,21/11/2017,48.93
Belgium,BEL,21/11/2017,52.2
Bulgaria,BGR,21/11/2017,56.18
Croatia,HRV,21/11/2017,74
Czechia,CZE,21/11/2017,49.71
Denmark,DNK,21/11/2017,48.98
Estonia,EST,21/11/2017,48.62
Finland,FIN,21/11/2017,48.62
France,FRA,21/11/2017,61.18
Germany,DEU,21/11/2017,48.93
Greece,GRC,21/11/2017,70.59
Hungary,HUN,21/11/2017,69.86
Italy,ITA,21/11/2017,65.77
Latvia,LVA,21/11/2017,48.9
Lithuania,LTU,21/11/2017,49.74
Luxembourg,LUX,21/11/2017,48.93
Netherlands,NLD,21/11/2017,48.87
Norway,NOR,21/11/2017,38.17
Poland,POL,21/11/2017,48.22
Portugal,PRT,21/11/2017,64.34
Romania,ROU,21/11/2017,61.38
Serbia,SRB,21/11/2017,66.86
Slovakia,SVK,21/11/2017,67.98
Slovenia,SVN,21/11/2017,64.85
Spain,ESP,21/11/2017,64.29
Sweden,SWE,21/11/2017,48.62
Switzerland,CHE,21/11/2017,64.01
United Kingdom,GBR,21/11/2017,55.67
Austria,AUT,22/11/2017,30.99
Belgium,BEL,22/11/2017,55.27
Bulgaria,BGR,22/11/2017,56.1
Croatia,HRV,22/11/2017,80.51
Czechia,CZE,22/11/2017,32.34
Denmark,DNK,22/11/2017,26.92
Estonia,EST,22/11/2017,34.56
Finland,FIN,22/11/2017,34.56
France,FRA,22/11/2017,59.14
Germany,DEU,22/11/2017,30.99
Greece,GRC,22/11/2017,80.77
Hungary,HUN,22/11/2017,75.56
Italy,ITA,22/11/2017,68.44
Latvia,LVA,22/11/2017,35.46
Lithuania,LTU,22/11/2017,38.54
Luxembourg,LUX,22/11/2017,30.99
Netherlands,NLD,22/11/2017,41.2
Norway,NOR,22/11/2017,30.89
Poland,POL,22/11/2017,39.76
Portugal,PRT,22/11/2017,58.79
Romania,ROU,22/11/2017,73.81
Serbia,SRB,22/11/2017,75.27
Slovakia,SVK,22/11/2017,72.94
Slovenia,SVN,22/11/2017,70.04
Spain,ESP,22/11/2017,58.79
Sweden,SWE,22/11/2017,31.08
Switzerland,CHE,22/11/2017,62.2
United Kingdom,GBR,22/11/2017,57.24
Austria,AUT,23/11/2017,24.08
Belgium,BEL,23/11/2017,52.59
Bulgaria,BGR,23/11/2017,47.68
Croatia,HRV,23/11/2017,77.6
Czechia,CZE,23/11/2017,26.82
Denmark,DNK,23/11/2017,23.08
Estonia,EST,23/11/2017,29.68
Finland,FIN,23/11/2017,29.68
France,FRA,23/11/2017,54.18
Germany,DEU,23/11/2017,24.08
Greece,GRC,23/11/2017,88.13
Hungary,HUN,23/11/2017,75.61
Italy,ITA,23/11/2017,70.87
Latvia,LVA,23/11/2017,32.36
Lithuania,LTU,23/11/2017,33.8
Luxembourg,LUX,23/11/2017,24.08
Netherlands,NLD,23/11/2017,40.18
Norway,NOR,23/11/2017,28.77
Poland,POL,23/11/2017,34.94
Portugal,PRT,23/11/2017,57.57
Romania,ROU,23/11/2017,75.65
Serbia,SRB,23/11/2017,76.77
Slovakia,SVK,23/11/2017,68.69
Slovenia,SVN,23/11/2017,72.54
Spain,ESP,23/11/2017,57.57
Sweden,SWE,23/11/2017,28.09
Switzerland,CHE,23/11/2017,62.15
United Kingdom,GBR,23/11/2017,55.29
Austria,AUT,24/11/2017,43.27
Belgium,BEL,24/11/2017,65.71
Bulgaria,BGR,24/11/2017,60.35
Croatia,HRV,24/11/2017,83
Czechia,CZE,24/11/2017,42.47
Denmark,DNK,24/11/2017,38.05
Estonia,EST,24/11/2017,32.58
Finland,FIN,24/11/2017,32.58
France,FRA,24/11/2017,57.54
Germany,DEU,24/11/2017,43.27
Greece,GRC,24/11/2017,88.38
Hungary,HUN,24/11/2017,76.65
Italy,ITA,24/11/2017,67.61
Latvia,LVA,24/11/2017,33.19
Lithuania,LTU,24/11/2017,38.22
Luxembourg,LUX,24/11/2017,43.27
Netherlands,NLD,24/11/2017,63.55
Norway,NOR,24/11/2017,30.96
Poland,POL,24/11/2017,38.85
Portugal,PRT,24/11/2017,61.29
Romania,ROU,24/11/2017,73.41
Serbia,SRB,24/11/2017,70.71
Slovakia,SVK,24/11/2017,74.83
Slovenia,SVN,24/11/2017,70.2
Spain,ESP,24/11/2017,61.29
Sweden,SWE,24/11/2017,32.6
Switzerland,CHE,24/11/2017,63.38
United Kingdom,GBR,24/11/2017,59.58
Austria,AUT,25/11/2017,39.17
Belgium,BEL,25/11/2017,49.73
Bulgaria,BGR,25/11/2017,33.5
Croatia,HRV,25/11/2017,55.76
Czechia,CZE,25/11/2017,37.25
Denmark,DNK,25/11/2017,31.57
Estonia,EST,25/11/2017,30.38
Finland,FIN,25/11/2017,30.38
France,FRA,25/11/2017,53.27
Germany,DEU,25/11/2017,39.17
Greece,GRC,25/11/2017,76.44
Hungary,HUN,25/11/2017,55.5
Italy,ITA,25/11/2017,54.29
Latvia,LVA,25/11/2017,34
Lithuania,LTU,25/11/2017,34
Luxembourg,LUX,25/11/2017,39.17
Netherlands,NLD,25/11/2017,48.91
Norway,NOR,25/11/2017,30.3
Poland,POL,25/11/2017,34.22
Portugal,PRT,25/11/2017,55.44
Romania,ROU,25/11/2017,42.41
Serbia,SRB,25/11/2017,52.66
Slovakia,SVK,25/11/2017,49.23
Slovenia,SVN,25/11/2017,54.65
Spain,ESP,25/11/2017,55.44
Sweden,SWE,25/11/2017,31.04
Switzerland,CHE,25/11/2017,53.55
United Kingdom,GBR,25/11/2017,56.58
Austria,AUT,26/11/2017,18.49
Belgium,BEL,26/11/2017,50.21
Bulgaria,BGR,26/11/2017,26.77
Croatia,HRV,26/11/2017,48.91
Czechia,CZE,26/11/2017,15.42
Denmark,DNK,26/11/2017,23.65
Estonia,EST,26/11/2017,28.62
Finland,FIN,26/11/2017,28.62
France,FRA,26/11/2017,53
Germany,DEU,26/11/2017,18.49
Greece,GRC,26/11/2017,54.22
Hungary,HUN,26/11/2017,44.19
Italy,ITA,26/11/2017,50.23
Latvia,LVA,26/11/2017,28.62
Lithuania,LTU,26/11/2017,28.62
Luxembourg,LUX,26/11/2017,18.49
Netherlands,NLD,26/11/2017,45.29
Norway,NOR,26/11/2017,28.62
Poland,POL,26/11/2017,28.79
Portugal,PRT,26/11/2017,56.19
Romania,ROU,26/11/2017,30.58
Serbia,SRB,26/11/2017,47.98
Slovakia,SVK,26/11/2017,33.58
Slovenia,SVN,26/11/2017,42.23
Spain,ESP,26/11/2017,56.19
Sweden,SWE,26/11/2017,28.62
Switzerland,CHE,26/11/2017,54.09
United Kingdom,GBR,26/11/2017,56.82
Austria,AUT,27/11/2017,29.67
Belgium,BEL,27/11/2017,57.39
Bulgaria,BGR,27/11/2017,47.23
Croatia,HRV,27/11/2017,61.21
Czechia,CZE,27/11/2017,27.57
Denmark,DNK,27/11/2017,30.34
Estonia,EST,27/11/2017,34.18
Finland,FIN,27/11/2017,34.18
France,FRA,27/11/2017,63.38
Germany,DEU,27/11/2017,29.67
Greece,GRC,27/11/2017,81.4
Hungary,HUN,27/11/2017,61.26
Italy,ITA,27/11/2017,58.95
Latvia,LVA,27/11/2017,34.18
Lithuania,LTU,27/11/2017,34.18
Luxembourg,LUX,27/11/2017,29.67
Netherlands,NLD,27/11/2017,41.5
Norway,NOR,27/11/2017,32.53
Poland,POL,27/11/2017,35.55
Portugal,PRT,27/11/2017,66.99
Romania,ROU,27/11/2017,56.89
Serbia,SRB,27/11/2017,66.08
Slovakia,SVK,27/11/2017,27.57
Slovenia,SVN,27/11/2017,63.14
Spain,ESP,27/11/2017,66.99
Sweden,SWE,27/11/2017,32.58
Switzerland,CHE,27/11/2017,64.98
United Kingdom,GBR,27/11/2017,57.97
Austria,AUT,28/11/2017,38
Belgium,BEL,28/11/2017,60.47
Bulgaria,BGR,28/11/2017,40.97
Croatia,HRV,28/11/2017,67.01
Czechia,CZE,28/11/2017,42.01
Denmark,DNK,28/11/2017,37.08
Estonia,EST,28/11/2017,37.64
Finland,FIN,28/11/2017,37.64
France,FRA,28/11/2017,65.88
Germany,DEU,28/11/2017,38
Greece,GRC,28/11/2017,85.3
Hungary,HUN,28/11/2017,67.17
Italy,ITA,28/11/2017,74.98
Latvia,LVA,28/11/2017,37.59
Lithuania,LTU,28/11/2017,37.59
Luxembourg,LUX,28/11/2017,38
Netherlands,NLD,28/11/2017,49.86
Norway,NOR,28/11/2017,37.08
Poland,POL,28/11/2017,39.16
Portugal,PRT,28/11/2017,69.47
Romania,ROU,28/11/2017,62.69
Serbia,SRB,28/11/2017,67.28
Slovakia,SVK,28/11/2017,54.83
Slovenia,SVN,28/11/2017,71.79
Spain,ESP,28/11/2017,69.47
Sweden,SWE,28/11/2017,37.1
Switzerland,CHE,28/11/2017,70.43
United Kingdom,GBR,28/11/2017,59.74
Austria,AUT,29/11/2017,71.89
Belgium,BEL,29/11/2017,76.61
Bulgaria,BGR,29/11/2017,34.98
Croatia,HRV,29/11/2017,76.62
Czechia,CZE,29/11/2017,68.23
Denmark,DNK,29/11/2017,49.81
Estonia,EST,29/11/2017,51.38
Finland,FIN,29/11/2017,51.38
France,FRA,29/11/2017,77.38
Germany,DEU,29/11/2017,71.89
Greece,GRC,29/11/2017,99.92
Hungary,HUN,29/11/2017,77.32
Italy,ITA,29/11/2017,76.65
Latvia,LVA,29/11/2017,51.39
Lithuania,LTU,29/11/2017,52.23
Luxembourg,LUX,29/11/2017,71.89
Netherlands,NLD,29/11/2017,68.64
Norway,NOR,29/11/2017,48.16
Poland,POL,29/11/2017,54.95
Portugal,PRT,29/11/2017,68.2
Romania,ROU,29/11/2017,73.54
Serbia,SRB,29/11/2017,72.05
Slovakia,SVK,29/11/2017,68.23
Slovenia,SVN,29/11/2017,79.72
Spain,ESP,29/11/2017,68.2
Sweden,SWE,29/11/2017,48.88
Switzerland,CHE,29/11/2017,75.93
United Kingdom,GBR,29/11/2017,60.18
Austria,AUT,30/11/2017,67.14
Belgium,BEL,30/11/2017,72.83
